meeting_date,ticker,rate_before,rate_after,rate_change,decision,stock_price_start,stock_price_end,spy_price_start,spy_price_end,stock_return_30d,spy_return_30d,relative_return_30d,outperformed_spy,CPIAUCSL,DPCREDIT,M2SL,T10Y2Y,UNRATE
2000-02-01,AXP,5.45,5.73,0.28,HIKE,34.7135,27.4344,88.7823,87.2666,-20.9691,-1.7072,-19.2619,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,BAC,5.45,5.73,0.28,HIKE,12.4999,11.6217,88.7823,87.2666,-7.0257,-1.7072,-5.3184,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,BK,5.45,5.73,0.28,HIKE,23.8101,19.2957,88.7823,87.2666,-18.96,-1.7072,-17.2528,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,C,5.45,5.73,0.28,HIKE,228.349,202.449,88.7823,87.2666,-11.3423,-1.7072,-9.6351,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,COF,5.45,5.73,0.28,HIKE,28.9818,26.5665,88.7823,87.2666,-8.3339,-1.7072,-6.6266,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,GS,5.45,5.73,0.28,HIKE,63.1551,66.6157,88.7823,87.2666,5.4795,-1.7072,7.1867,1,170.0,2.0,4680.9,0.02,4.1
2000-02-01,JPM,5.45,5.73,0.28,HIKE,26.4783,25.4706,88.7823,87.2666,-3.8058,-1.7072,-2.0985,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,MS,5.45,5.73,0.28,HIKE,31.2584,37.3941,88.7823,87.2666,19.629,-1.7072,21.3362,1,170.0,2.0,4680.9,0.02,4.1
2000-02-01,PNC,5.45,5.73,0.28,HIKE,21.8435,17.5993,88.7823,87.2666,-19.43,-1.7072,-17.7228,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,SCHW,5.45,5.73,0.28,HIKE,17.1554,21.7376,88.7823,87.2666,26.71,-1.7072,28.4172,1,170.0,2.0,4680.9,0.02,4.1
2000-02-01,STT,5.45,5.73,0.28,HIKE,25.1655,22.1204,88.7823,87.2666,-12.1003,-1.7072,-10.3931,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,TFC,5.45,5.73,0.28,HIKE,10.8589,8.7633,88.7823,87.2666,-19.2985,-1.7072,-17.5913,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,USB,5.45,5.73,0.28,HIKE,10.2005,7.8405,88.7823,87.2666,-23.1362,-1.7072,-21.429,0,170.0,2.0,4680.9,0.02,4.1
2000-02-01,WFC,5.45,5.73,0.28,HIKE,9.9725,8.4153,88.7823,87.2666,-15.6151,-1.7072,-13.9079,0,170.0,2.0,4680.9,0.02,4.1
2000-03-01,AXP,5.73,5.85,0.12,HIKE,27.8324,30.5925,87.2075,94.9681,9.9169,8.899,1.0179,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,BAC,5.73,5.85,0.12,HIKE,11.7507,13.5238,87.2075,94.9681,15.0893,8.899,6.1903,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,BK,5.73,5.85,0.12,HIKE,18.8952,24.2106,87.2075,94.9681,28.131,8.899,19.2319,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,C,5.73,5.85,0.12,HIKE,202.94,235.371,87.2075,94.9681,15.9806,8.899,7.0816,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,COF,5.73,5.85,0.12,HIKE,27.198,34.5951,87.2075,94.9681,27.1972,8.899,18.2982,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,GS,5.73,5.85,0.12,HIKE,65.5775,72.8446,87.2075,94.9681,11.0817,8.899,2.1827,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,JPM,5.73,5.85,0.12,HIKE,25.9251,27.5652,87.2075,94.9681,6.3263,8.899,-2.5727,0,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,MS,5.73,5.85,0.12,HIKE,36.753,40.4772,87.2075,94.9681,10.1331,8.899,1.234,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,PNC,5.73,5.85,0.12,HIKE,17.5427,20.4005,87.2075,94.9681,16.2905,8.899,7.3915,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,SCHW,5.73,5.85,0.12,HIKE,22.4,27.4581,87.2075,94.9681,22.5808,8.899,13.6818,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,STT,5.73,5.85,0.12,HIKE,22.1395,29.7345,87.2075,94.9681,34.3052,8.899,25.4062,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,TFC,5.73,5.85,0.12,HIKE,8.8109,10.6922,87.2075,94.9681,21.3517,8.899,12.4527,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,USB,5.73,5.85,0.12,HIKE,7.6832,9.6917,87.2075,94.9681,26.1427,8.899,17.2437,1,171.0,2.0,4711.7,-0.13,4.0
2000-03-01,WFC,5.73,5.85,0.12,HIKE,8.6013,10.1046,87.2075,94.9681,17.4777,8.899,8.5787,1,171.0,2.0,4711.7,-0.13,4.0
2000-04-01,AXP,5.85,6.02,0.17,HIKE,31.9405,31.1468,95.5208,92.8762,-2.4849,-2.7686,0.2837,1,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,BAC,5.85,6.02,0.17,HIKE,14.3136,12.8951,95.5208,92.8762,-9.9102,-2.7686,-7.1415,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,BK,5.85,6.02,0.17,HIKE,25.3665,24.8371,95.5208,92.8762,-2.087,-2.7686,0.6816,1,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,C,5.85,6.02,0.17,HIKE,243.725,237.7,95.5208,92.8762,-2.472,-2.7686,0.2966,1,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,COF,5.85,6.02,0.17,HIKE,35.3619,32.4752,95.5208,92.8762,-8.1633,-2.7686,-5.3947,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,GS,5.85,6.02,0.17,HIKE,73.0177,67.2207,95.5208,92.8762,-7.9392,-2.7686,-5.1706,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,JPM,5.85,6.02,0.17,HIKE,29.2448,23.4384,95.5208,92.8762,-19.8545,-2.7686,-17.0859,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,MS,5.85,6.02,0.17,HIKE,41.6982,39.0416,95.5208,92.8762,-6.371,-2.7686,-3.6024,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,PNC,5.85,6.02,0.17,HIKE,21.4474,20.0845,95.5208,92.8762,-6.3546,-2.7686,-3.586,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,SCHW,5.85,6.02,0.17,HIKE,27.428,21.9785,95.5208,92.8762,-19.8684,-2.7686,-17.0998,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,STT,5.85,6.02,0.17,HIKE,32.5737,31.0774,95.5208,92.8762,-4.5936,-2.7686,-1.825,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,TFC,5.85,6.02,0.17,HIKE,11.1684,10.3374,95.5208,92.8762,-7.4406,-2.7686,-4.672,0,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,USB,5.85,6.02,0.17,HIKE,10.3519,10.7745,95.5208,92.8762,4.0823,-2.7686,6.851,1,170.9,2.0,4767.8,-0.47,3.8
2000-04-01,WFC,5.85,6.02,0.17,HIKE,10.833,10.1976,95.5208,92.8762,-5.8654,-2.7686,-3.0968,0,170.9,2.0,4767.8,-0.47,3.8
2000-05-01,AXP,6.02,6.27,0.25,HIKE,31.1468,33.333,92.8762,90.1921,7.019,-2.89,9.909,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,BAC,6.02,6.27,0.25,HIKE,12.8951,14.4288,92.8762,90.1921,11.8937,-2.89,14.7836,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,BK,6.02,6.27,0.25,HIKE,24.8371,27.4304,92.8762,90.1921,10.4412,-2.89,13.3312,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,C,6.02,6.27,0.25,HIKE,237.7,245.089,92.8762,90.1921,3.1085,-2.89,5.9985,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,COF,6.02,6.27,0.25,HIKE,32.4752,34.122,92.8762,90.1921,5.0709,-2.89,7.9609,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,GS,6.02,6.27,0.25,HIKE,67.2207,50.9786,92.8762,90.1921,-24.1623,-2.89,-21.2724,0,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,JPM,6.02,6.27,0.25,HIKE,23.4384,23.7363,92.8762,90.1921,1.271,-2.89,4.161,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,MS,6.02,6.27,0.25,HIKE,39.0416,35.0028,92.8762,90.1921,-10.3449,-2.89,-7.4549,0,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,PNC,6.02,6.27,0.25,HIKE,20.0845,22.9415,92.8762,90.1921,14.2249,-2.89,17.1149,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,SCHW,6.02,6.27,0.25,HIKE,21.9785,20.4194,92.8762,90.1921,-7.0938,-2.89,-4.2038,0,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,STT,6.02,6.27,0.25,HIKE,31.0774,34.2234,92.8762,90.1921,10.1231,-2.89,13.0131,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,TFC,6.02,6.27,0.25,HIKE,10.3374,11.2488,92.8762,90.1921,8.8165,-2.89,11.7065,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,USB,6.02,6.27,0.25,HIKE,10.7745,10.8009,92.8762,90.1921,0.245,-2.89,3.135,1,171.2,2.0,4755.7,-0.44,4.0
2000-05-01,WFC,6.02,6.27,0.25,HIKE,10.1976,11.2804,92.8762,90.1921,10.6182,-2.89,13.5082,1,171.2,2.0,4755.7,-0.44,4.0
2000-06-01,AXP,6.27,6.53,0.26,HIKE,33.2558,32.3299,91.7709,93.2333,-2.7842,1.5935,-4.3777,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,BAC,6.27,6.53,0.26,HIKE,14.7867,11.7122,91.7709,93.2333,-20.7923,1.5935,-22.3859,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,BK,6.27,6.53,0.26,HIKE,28.0148,28.4165,91.7709,93.2333,1.4339,1.5935,-0.1596,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,C,6.27,6.53,0.26,HIKE,249.523,246.075,91.7709,93.2333,-1.3818,1.5935,-2.9754,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,COF,6.27,6.53,0.26,HIKE,35.1375,32.768,91.7709,93.2333,-6.7435,1.5935,-8.337,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,GS,6.27,6.53,0.26,HIKE,52.9277,65.7915,91.7709,93.2333,24.3045,1.5935,22.7109,1,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,JPM,6.27,6.53,0.26,HIKE,24.511,22.8323,91.7709,93.2333,-6.8488,1.5935,-8.4423,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,MS,6.27,6.53,0.26,HIKE,36.8386,41.6117,91.7709,93.2333,12.9568,1.5935,11.3633,1,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,PNC,6.27,6.53,0.26,HIKE,24.4843,22.2844,91.7709,93.2333,-8.9849,1.5935,-10.5785,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,SCHW,6.27,6.53,0.26,HIKE,20.6001,23.4462,91.7709,93.2333,13.816,1.5935,12.2224,1,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,STT,6.27,6.53,0.26,HIKE,33.3026,32.318,91.7709,93.2333,-2.9565,1.5935,-4.5501,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,TFC,6.27,6.53,0.26,HIKE,11.6805,9.7378,91.7709,93.2333,-16.6323,1.5935,-18.2259,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,USB,6.27,6.53,0.26,HIKE,11.2762,9.1508,91.7709,93.2333,-18.8483,1.5935,-20.4418,0,172.2,2.0,4773.6,-0.41,4.0
2000-06-01,WFC,6.27,6.53,0.26,HIKE,11.4518,10.143,91.7709,93.2333,-11.4288,1.5935,-13.0223,0,172.2,2.0,4773.6,-0.41,4.0
2000-07-01,AXP,6.53,6.54,0.01,HIKE,32.3299,35.0455,93.2333,90.5232,8.3997,-2.9068,11.3064,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,BAC,6.53,6.54,0.01,HIKE,11.7122,12.3304,93.2333,90.5232,5.2783,-2.9068,8.1851,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,BK,6.53,6.54,0.01,HIKE,28.4165,27.4484,93.2333,90.5232,-3.4068,-2.9068,-0.5,0,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,C,6.53,6.54,0.01,HIKE,246.075,277.85,93.2333,90.5232,12.9127,-2.9068,15.8195,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,COF,6.53,6.54,0.01,HIKE,32.768,42.314,93.2333,90.5232,29.1321,-2.9068,32.0389,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,GS,6.53,6.54,0.01,HIKE,65.7915,68.4718,93.2333,90.5232,4.0739,-2.9068,6.9807,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,JPM,6.53,6.54,0.01,HIKE,22.8323,23.9124,93.2333,90.5232,4.7306,-2.9068,7.6374,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,MS,6.53,6.54,0.01,HIKE,41.6117,44.7768,93.2333,90.5232,7.6063,-2.9068,10.5131,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,PNC,6.53,6.54,0.01,HIKE,22.2844,23.462,93.2333,90.5232,5.2844,-2.9068,8.1912,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,SCHW,6.53,6.54,0.01,HIKE,23.4462,26.1116,93.2333,90.5232,11.3682,-2.9068,14.2749,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,STT,6.53,6.54,0.01,HIKE,32.318,30.8578,93.2333,90.5232,-4.5182,-2.9068,-1.6114,0,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,TFC,6.53,6.54,0.01,HIKE,9.7378,9.6502,93.2333,90.5232,-0.8991,-2.9068,2.0077,1,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,USB,6.53,6.54,0.01,HIKE,9.1508,8.406,93.2333,90.5232,-8.1396,-2.9068,-5.2328,0,172.7,2.0,4791.3,-0.35,4.0
2000-07-01,WFC,6.53,6.54,0.01,HIKE,10.143,10.3456,93.2333,90.5232,1.9974,-2.9068,4.9042,1,172.7,2.0,4791.3,-0.35,4.0
2000-08-01,AXP,6.54,6.5,-0.04,CUT,35.2,36.4848,91.0771,96.438,3.65,5.8861,-2.2361,0,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,BAC,6.54,6.5,-0.04,CUT,12.4117,14.0833,91.0771,96.438,13.4679,5.8861,7.5818,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,BK,6.54,6.5,-0.04,CUT,27.595,30.7558,91.0771,96.438,11.4542,5.8861,5.5681,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,C,6.54,6.5,-0.04,CUT,277.85,307.64,91.0771,96.438,10.7216,5.8861,4.8355,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,COF,6.54,6.5,-0.04,CUT,41.5693,43.5865,91.0771,96.438,4.8526,5.8861,-1.0335,0,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,GS,6.54,6.5,-0.04,CUT,69.816,89.8502,91.0771,96.438,28.6957,5.8861,22.8096,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,JPM,6.54,6.5,-0.04,CUT,24.7825,26.8227,91.0771,96.438,8.2324,5.8861,2.3463,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,MS,6.54,6.5,-0.04,CUT,44.6234,52.7891,91.0771,96.438,18.2991,5.8861,12.413,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,PNC,6.54,6.5,-0.04,CUT,24.1538,27.1874,91.0771,96.438,12.5595,5.8861,6.6734,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,SCHW,6.54,6.5,-0.04,CUT,27.4217,27.791,91.0771,96.438,1.3467,5.8861,-4.5394,0,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,STT,6.54,6.5,-0.04,CUT,31.2997,36.1993,91.0771,96.438,15.6538,5.8861,9.7677,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,TFC,6.54,6.5,-0.04,CUT,9.6744,10.4786,91.0771,96.438,8.3127,5.8861,2.4265,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,USB,6.54,6.5,-0.04,CUT,8.9646,10.1683,91.0771,96.438,13.427,5.8861,7.5409,1,172.7,2.0,4819.5,-0.27,4.1
2000-08-01,WFC,6.54,6.5,-0.04,CUT,10.2677,10.828,91.0771,96.438,5.4569,5.8861,-0.4292,0,172.7,2.0,4819.5,-0.27,4.1
2000-09-01,AXP,6.5,6.52,0.02,HIKE,36.1273,38.948,96.537,91.286,7.8077,-5.4394,13.247,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,BAC,6.5,6.52,0.02,HIKE,13.7999,13.9477,96.537,91.286,1.071,-5.4394,6.5104,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,BK,6.5,6.52,0.02,HIKE,30.3069,33.1653,96.537,91.286,9.4315,-5.4394,14.8709,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,C,6.5,6.52,0.02,HIKE,302.947,291.751,96.537,91.286,-3.6957,-5.4394,1.7437,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,COF,6.5,6.52,0.02,HIKE,43.4398,50.9356,96.537,91.286,17.2556,-5.4394,22.695,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,GS,6.5,6.52,0.02,HIKE,89.9369,80.0499,96.537,91.286,-10.9933,-5.4394,-5.5539,0,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,JPM,6.5,6.52,0.02,HIKE,27.0327,22.8023,96.537,91.286,-15.6492,-5.4394,-10.2098,0,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,MS,6.5,6.52,0.02,HIKE,52.8427,44.4701,96.537,91.286,-15.8444,-5.4394,-10.405,0,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,PNC,6.5,6.52,0.02,HIKE,27.209,30.5813,96.537,91.286,12.3941,-5.4394,17.8334,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,SCHW,6.5,6.52,0.02,HIKE,26.7517,25.3057,96.537,91.286,-5.4053,-5.4394,0.0341,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,STT,6.5,6.52,0.02,HIKE,36.4875,40.5779,96.537,91.286,11.2104,-5.4394,16.6498,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,TFC,6.5,6.52,0.02,HIKE,10.3274,11.8028,96.537,91.286,14.2863,-5.4394,19.7256,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,USB,6.5,6.52,0.02,HIKE,10.1085,9.6743,96.537,91.286,-4.2952,-5.4394,1.1442,1,173.6,2.0,4855.2,-0.41,3.9
2000-09-01,WFC,6.5,6.52,0.02,HIKE,10.7614,11.7952,96.537,91.286,9.6066,-5.4394,15.0459,1,173.6,2.0,4855.2,-0.41,3.9
2000-10-01,AXP,6.52,6.51,-0.01,CUT,38.948,37.1416,91.286,90.7208,-4.638,-0.6192,-4.0188,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,BAC,6.52,6.51,-0.01,CUT,13.9477,12.6335,91.286,90.7208,-9.4223,-0.6192,-8.8032,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,BK,6.52,6.51,-0.01,CUT,33.1653,33.8699,91.286,90.7208,2.1245,-0.6192,2.7437,1,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,C,6.52,6.51,-0.01,CUT,291.751,277.263,91.286,90.7208,-4.9659,-0.6192,-4.3467,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,COF,6.52,6.51,-0.01,CUT,50.9356,45.6072,91.286,90.7208,-10.4611,-0.6192,-9.8419,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,GS,6.52,6.51,-0.01,CUT,80.0499,69.3372,91.286,90.7208,-13.3825,-0.6192,-12.7634,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,JPM,6.52,6.51,-0.01,CUT,22.8023,21.9927,91.286,90.7208,-3.5505,-0.6192,-2.9314,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,MS,6.52,6.51,-0.01,CUT,44.4701,39.4957,91.286,90.7208,-11.1859,-0.6192,-10.5668,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,PNC,6.52,6.51,-0.01,CUT,30.5813,31.0778,91.286,90.7208,1.6235,-0.6192,2.2427,1,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,SCHW,6.52,6.51,-0.01,CUT,25.3057,25.396,91.286,90.7208,0.3568,-0.6192,0.976,1,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,STT,6.52,6.51,-0.01,CUT,40.5779,38.4014,91.286,90.7208,-5.3638,-0.6192,-4.7446,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,TFC,6.52,6.51,-0.01,CUT,11.8028,12.4359,91.286,90.7208,5.364,-0.6192,5.9831,1,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,USB,6.52,6.51,-0.01,CUT,9.6743,8.4416,91.286,90.7208,-12.7424,-0.6192,-12.1232,0,173.9,2.0,4871.3,-0.18,3.9
2000-10-01,WFC,6.52,6.51,-0.01,CUT,11.7952,11.6073,91.286,90.7208,-1.593,-0.6192,-0.9739,0,173.9,2.0,4871.3,-0.18,3.9
2000-11-01,AXP,6.51,6.51,0.0,HOLD,36.1357,33.5823,90.4134,83.9086,-7.0661,-7.1945,0.1284,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,BAC,6.51,6.51,0.0,HOLD,12.7156,10.595,90.4134,83.9086,-16.6772,-7.1945,-9.4826,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,BK,6.51,6.51,0.0,HOLD,32.8402,31.4795,90.4134,83.9086,-4.1434,-7.1945,3.0511,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,C,6.51,6.51,0.0,HOLD,272.323,258.535,90.4134,83.9086,-5.0631,-7.1945,2.1314,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,COF,6.51,6.51,0.0,HOLD,44.659,41.1097,90.4134,83.9086,-7.9476,-7.1945,-0.753,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,GS,6.51,6.51,0.0,HOLD,67.1663,56.9633,90.4134,83.9086,-15.1907,-7.1945,-7.9961,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,JPM,6.51,6.51,0.0,HOLD,22.0834,18.0352,90.4134,83.9086,-18.3314,-7.1945,-11.1369,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,MS,6.51,6.51,0.0,HOLD,38.881,30.6745,90.4134,83.9086,-21.1067,-7.1945,-13.9122,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,PNC,6.51,6.51,0.0,HOLD,31.0778,30.3807,90.4134,83.9086,-2.2431,-7.1945,4.9514,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,SCHW,6.51,6.51,0.0,HOLD,25.1249,19.7536,90.4134,83.9086,-21.3784,-7.1945,-14.1839,0,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,STT,6.51,6.51,0.0,HOLD,38.5091,39.4327,90.4134,83.9086,2.3984,-7.1945,9.5929,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,TFC,6.51,6.51,0.0,HOLD,12.2896,13.143,90.4134,83.9086,6.9441,-7.1945,14.1386,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,USB,6.51,6.51,0.0,HOLD,8.4684,8.3344,90.4134,83.9086,-1.5822,-7.1945,5.6123,1,174.2,2.0,4882.7,-0.14,3.9
2000-11-01,WFC,6.51,6.51,0.0,HOLD,11.6835,11.9354,90.4134,83.9086,2.156,-7.1945,9.3505,1,174.2,2.0,4882.7,-0.14,3.9
2000-12-01,AXP,6.51,6.4,-0.11,CUT,33.5823,32.1894,83.9086,81.9977,-4.1477,-2.2774,-1.8704,0,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,BAC,6.51,6.4,-0.11,CUT,10.595,12.4608,83.9086,81.9977,17.6102,-2.2774,19.8876,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,BK,6.51,6.4,-0.11,CUT,31.4795,32.3621,83.9086,81.9977,2.8037,-2.2774,5.0811,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,C,6.51,6.4,-0.11,CUT,258.535,266.789,83.9086,81.9977,3.1926,-2.2774,5.47,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,COF,6.51,6.4,-0.11,CUT,41.1097,44.7689,83.9086,81.9977,8.9011,-2.2774,11.1784,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,GS,6.51,6.4,-0.11,CUT,56.9633,69.6411,83.9086,81.9977,22.2561,-2.2774,24.5334,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,JPM,6.51,6.4,-0.11,CUT,18.0352,21.2677,83.9086,81.9977,17.9233,-2.2774,20.2006,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,MS,6.51,6.4,-0.11,CUT,30.6745,35.4693,83.9086,81.9977,15.6312,-2.2774,17.9086,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,PNC,6.51,6.4,-0.11,CUT,30.3807,32.9947,83.9086,81.9977,8.6041,-2.2774,10.8815,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,SCHW,6.51,6.4,-0.11,CUT,19.7536,18.8495,83.9086,81.9977,-4.5769,-2.2774,-2.2995,0,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,STT,6.51,6.4,-0.11,CUT,39.4327,37.292,83.9086,81.9977,-5.4287,-2.2774,-3.1514,0,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,TFC,6.51,6.4,-0.11,CUT,13.143,14.094,83.9086,81.9977,7.2358,-2.2774,9.5131,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,USB,6.51,6.4,-0.11,CUT,8.3344,9.9567,83.9086,81.9977,19.4651,-2.2774,21.7425,1,174.6,2.0,4927.6,-0.1,3.9
2000-12-01,WFC,6.51,6.4,-0.11,CUT,11.9354,13.5887,83.9086,81.9977,13.8521,-2.2774,16.1294,1,174.6,2.0,4927.6,-0.1,3.9
2001-01-01,AXP,6.4,5.98,-0.42,CUT,32.1894,29.2011,81.9977,87.2223,-9.2835,6.3716,-15.6551,0,175.6,2.0,4978.3,0.01,4.2
2001-01-01,BAC,6.4,5.98,-0.42,CUT,12.4608,14.3452,81.9977,87.2223,15.1226,6.3716,8.751,1,175.6,2.0,4978.3,0.01,4.2
2001-01-01,BK,6.4,5.98,-0.42,CUT,32.3621,32.3154,81.9977,87.2223,-0.1443,6.3716,-6.5159,0,175.6,2.0,4978.3,0.01,4.2
2001-01-01,C,6.4,5.98,-0.42,CUT,266.789,295.687,81.9977,87.2223,10.8318,6.3716,4.4601,1,175.6,2.0,4978.3,0.01,4.2
2001-01-01,COF,6.4,5.98,-0.42,CUT,44.7689,45.5514,81.9977,87.2223,1.7479,6.3716,-4.6238,0,175.6,2.0,4978.3,0.01,4.2
